Trait,Metric,Method,Annotation,Score,Score SE
Heel T Score,tau,S-LDSC,H3K4me1_peaks_Trynka,-6.546280164448928e-08,4.1510123828052675e-08
Heel T Score,tau,S-LDSC,H3K4me1_Trynka,1.3093671441745487e-08,2.536021392348662e-08
Heel T Score,tau,S-LDSC,H3K4me1_Trynka.flanking.500,-3.0600281742833544e-08,2.5213946811034013e-08
Heel T Score,tau,S-LDSC,H3K4me3_peaks_Trynka,7.164658192679216e-08,8.834105457418608e-08
Heel T Score,tau,S-LDSC,H3K4me3_Trynka,1.0965937739480283e-07,4.8106109092864556e-08
Heel T Score,tau,S-LDSC,H3K4me3_Trynka.flanking.500,6.42057337249275e-08,4.129554807137814e-08
Heel T Score,tau,S-LDSC,H3K9ac_peaks_Trynka,8.841477217363338e-08,9.161539637121849e-08
Heel T Score,tau,S-LDSC,H3K9ac_Trynka,6.547007174448051e-08,4.405410685786526e-08
Heel T Score,tau,S-LDSC,H3K9ac_Trynka.flanking.500,4.455889626608467e-08,3.2605468453444e-08
Heel T Score,tau,S-LDSC,Intron_UCSC,-1.8747149050381153e-08,8.910604199507238e-09
Heel T Score,tau,S-LDSC,Intron_UCSC.flanking.500,-2.316177440675388e-09,1.312389893641228e-07
Heel T Score,tau,S-LDSC,PromoterFlanking_Hoffman,-1.6191531170484838e-07,1.2478237422557177e-07
Heel T Score,tau,S-LDSC,PromoterFlanking_Hoffman.flanking.500,-4.78111224625205e-08,8.03005126979189e-08
Heel T Score,tau,S-LDSC,Promoter_UCSC,-7.743219382720789e-08,3.2938786098405964e-08
Heel T Score,tau,S-LDSC,Promoter_UCSC.flanking.500,-4.969202611195334e-08,9.565940829952167e-08
Heel T Score,tau,S-LDSC,Repressed_Hoffman,3.965985175314737e-08,3.065633841768061e-08
Heel T Score,tau,S-LDSC,Repressed_Hoffman.flanking.500,1.5687012912719112e-08,2.573803329004535e-08
Heel T Score,tau,S-LDSC,SuperEnhancer_Hnisz,-2.9904751246411055e-08,1.3830808511258519e-08
Heel T Score,tau,S-LDSC,SuperEnhancer_Hnisz.flanking.500,-1.3627761390908147e-07,1.73008309473596e-07
Heel T Score,tau,S-LDSC,TFBS_ENCODE,1.0479504346378307e-08,4.9350469080490294e-08
Heel T Score,tau,S-LDSC,TFBS_ENCODE.flanking.500,3.9690465107596735e-08,2.5253433200844224e-08
Heel T Score,tau,S-LDSC,Transcr_Hoffman,2.286411530624516e-08,2.5169091040064703e-08
Heel T Score,tau,S-LDSC,Transcr_Hoffman.flanking.500,4.604433785590729e-09,2.6699519590362744e-08
Heel T Score,tau,S-LDSC,TSS_Hoffman,-2.8372870636789225e-08,9.786862282137147e-08
Heel T Score,tau,S-LDSC,TSS_Hoffman.flanking.500,1.2282038171601478e-07,9.333667356693215e-08
Heel T Score,tau,S-LDSC,UTR_3_UCSC,-1.5646351350033702e-09,1.1970465839660494e-07
Heel T Score,tau,S-LDSC,UTR_3_UCSC.flanking.500,-3.6984978219743246e-08,6.256682015090289e-08
Heel T Score,tau,S-LDSC,UTR_5_UCSC,-5.1836063734877254e-08,9.147195639351417e-08
Heel T Score,tau,S-LDSC,UTR_5_UCSC.flanking.500,-7.010173122486879e-08,5.723874374264066e-08
Heel T Score,tau,S-LDSC,WeakEnhancer_Hoffman,-1.9697117466301658e-10,9.963829460414215e-08
Heel T Score,tau,S-LDSC,WeakEnhancer_Hoffman.flanking.500,-8.56865437611999e-08,4.7185736939080373e-08
Heel T Score,tau,S-LDSC,GERP.NS,2.0284339922458677e-08,8.965642313944539e-09
Heel T Score,tau,S-LDSC,GERP.RSsup4,1.0491384807267572e-07,2.421135545864865e-07
Heel T Score,tau,S-LDSC,MAFbin1,2.1898899979290568e-08,1.0670258623738676e-08
Heel T Score,tau,S-LDSC,MAFbin2,1.6607578292514328e-08,1.0918718082608656e-08
Heel T Score,tau,S-LDSC,MAFbin3,3.9268362795319674e-08,1.3401865532183136e-08
Heel T Score,tau,S-LDSC,MAFbin4,1.3557793472411482e-08,1.3676428000851161e-08
Heel T Score,tau,S-LDSC,MAFbin5,3.9736794363465405e-08,1.340761278810647e-08
Heel T Score,tau,S-LDSC,MAFbin6,1.0129452687894548e-07,1.8757781960156316e-08
Heel T Score,tau,S-LDSC,MAFbin7,6.617250744681043e-08,1.6997720641303323e-08
Heel T Score,tau,S-LDSC,MAFbin8,6.340291179351198e-08,1.65251522457737e-08
Heel T Score,tau,S-LDSC,MAFbin9,5.6976207877758005e-08,1.8976124053220914e-08
Heel T Score,tau,S-LDSC,MAFbin10,8.798807332875926e-08,2.5433888188618242e-08
Heel T Score,tau,S-LDSC,MAF_Adj_Predicted_Allele_Age,-2.7737984850673696e-09,8.20399052405293e-09
Heel T Score,tau,S-LDSC,MAF_Adj_LLD_AFR,-1.4865053568096054e-09,5.657099168853944e-09
Heel T Score,tau,S-LDSC,Recomb_Rate_10kb,-2.530672754113361e-09,1.473527554757585e-09
Heel T Score,tau,S-LDSC,Nucleotide_Diversity_10kb,-9.597772926463018e-10,1.689987440871501e-09
Heel T Score,tau,S-LDSC,Backgrd_Selection_Stat,6.263132636683254e-08,2.1228099126573333e-08
Heel T Score,tau,S-LDSC,CpG_Content_50kb,1.0235993224277043e-06,1.1133231494099201e-06
Heel T Score,tau,S-LDSC,MAF_Adj_ASMC,-1.1062935519450524e-08,4.878001078337472e-09
Heel T Score,tau,S-LDSC,GTEx_eQTL_MaxCPP,4.206981177739328e-08,1.281511772749548e-07
Heel T Score,tau,S-LDSC,BLUEPRINT_H3K27acQTL_MaxCPP,9.36700635759928e-09,1.0563820766023855e-07
Heel T Score,tau,S-LDSC,BLUEPRINT_H3K4me1QTL_MaxCPP,3.958912308369163e-08,1.5092712037035539e-07
Heel T Score,tau,S-LDSC,BLUEPRINT_DNA_methylation_MaxCPP,1.3924774096410324e-07,7.843937409405618e-08
Heel T Score,tau,S-LDSC,synonymous,-3.3423280734768946e-07,2.924806492160208e-07
Heel T Score,tau,S-LDSC,non_synonymous,1.417694930324066e-07,1.9096108938241303e-07
Heel T Score,tau,S-LDSC,Conserved_Vertebrate_phastCons46way,1.248555519587486e-07,1.0637760772529486e-07
Heel T Score,tau,S-LDSC,Conserved_Vertebrate_phastCons46way.flanking.500,-6.16622998123019e-08,3.6648005305985395e-08
Heel T Score,tau,S-LDSC,Conserved_Mammal_phastCons46way,2.599086252109378e-07,3.0587797879276996e-07
Heel T Score,tau,S-LDSC,Conserved_Mammal_phastCons46way.flanking.500,7.197744059026735e-08,4.1192186173741336e-08
Heel T Score,tau,S-LDSC,Conserved_Primate_phastCons46way,4.673476957347966e-07,1.4170046885663444e-07
Heel T Score,tau,S-LDSC,Conserved_Primate_phastCons46way.flanking.500,7.339897916923302e-08,3.131502247100454e-08
Heel T Score,tau,S-LDSC,BivFlnk,1.6789416343263766e-07,1.2435780019375995e-07
Heel T Score,tau,S-LDSC,BivFlnk.flanking.500,-2.9529408376163186e-08,7.177264063603469e-08
Heel T Score,tau,S-LDSC,Human_Promoter_Villar,-1.7933720893904193e-07,8.38339267607564e-08
Heel T Score,tau,S-LDSC,Human_Promoter_Villar.flanking.500,-4.537992609430506e-07,1.958390791326494e-07
Heel T Score,tau,S-LDSC,Human_Enhancer_Villar,-8.744505690102427e-08,6.743971123181787e-08
Heel T Score,tau,S-LDSC,Human_Enhancer_Villar.flanking.500,1.2385579744554965e-07,1.453670142247619e-07
Heel T Score,tau,S-LDSC,Ancient_Sequence_Age_Human_Promoter,5.510754405900591e-07,2.3080009831668732e-07
Heel T Score,tau,S-LDSC,Ancient_Sequence_Age_Human_Promoter.flanking.500,1.774166470722084e-07,1.9018136147666458e-07
Heel T Score,tau,S-LDSC,Ancient_Sequence_Age_Human_Enhancer,3.1796727189820113e-07,1.9465160032229674e-07
Heel T Score,tau,S-LDSC,Ancient_Sequence_Age_Human_Enhancer.flanking.500,2.458943189836992e-08,1.2115117029906174e-07
Heel T Score,tau,S-LDSC,Human_Enhancer_Villar_Species_Enhancer_Count,3.108956238586034e-08,1.3198170185174094e-08
Heel T Score,tau,S-LDSC,Human_Promoter_Villar_ExAC,6.576606080608109e-07,2.982488707444358e-07
Heel T Score,tau,S-LDSC,Human_Promoter_Villar_ExAC.flanking.500,-7.737474641728703e-07,6.184054853200689e-07
Heel T Score,tau,S-LD2MAF,base,-1.3404023681727185e-07,3.804003104791722e-08
Heel T Score,tau,S-LD2MAF,Coding_UCSC,5.571802893239345e-09,1.4046436995196984e-07
Heel T Score,tau,S-LD2MAF,Coding_UCSC.flanking.500,-1.2059674849932687e-07,3.407279486652296e-08
Heel T Score,tau,S-LD2MAF,Conserved_LindbladToh,-7.637057325436664e-08,3.0010275418854777e-07
Heel T Score,tau,S-LD2MAF,Conserved_LindbladToh.flanking.500,-6.821924417503153e-08,3.9909038262299385e-08
Heel T Score,tau,S-LD2MAF,CTCF_Hoffman,-9.157770223367571e-08,8.238020588299401e-08
Heel T Score,tau,S-LD2MAF,CTCF_Hoffman.flanking.500,-9.994498995476881e-08,5.178607436965235e-08
Heel T Score,tau,S-LD2MAF,DGF_ENCODE,1.238825181260575e-07,4.693281575904747e-08
Heel T Score,tau,S-LD2MAF,DGF_ENCODE.flanking.500,4.0564492259164874e-08,2.3633646014248495e-08
Heel T Score,tau,S-LD2MAF,DHS_peaks_Trynka,2.29542324803647e-07,7.750775501213665e-08
Heel T Score,tau,S-LD2MAF,DHS_Trynka,-4.961342471393035e-08,5.8586802490219236e-08
Heel T Score,tau,S-LD2MAF,DHS_Trynka.flanking.500,2.5194217466174865e-09,3.3120931695690755e-08
Heel T Score,tau,S-LD2MAF,Enhancer_Andersson,-1.2733972623190488e-07,1.7996858175505994e-07
Heel T Score,tau,S-LD2MAF,Enhancer_Andersson.flanking.500,4.964943063743276e-08,9.2637439132385e-08
Heel T Score,tau,S-LD2MAF,Enhancer_Hoffman,-5.0417568119503375e-08,5.23341871537582e-08
Heel T Score,tau,S-LD2MAF,Enhancer_Hoffman.flanking.500,7.311960331403331e-08,5.651110618812728e-08
Heel T Score,tau,S-LD2MAF,FetalDHS_Trynka,-1.7263401204338876e-07,7.71503837887708e-08
Heel T Score,tau,S-LD2MAF,FetalDHS_Trynka.flanking.500,-6.202327743032266e-08,3.6032531729001945e-08
Heel T Score,tau,S-LD2MAF,H3K27ac_Hnisz,2.6974961461355718e-08,1.4885238420357971e-08
Heel T Score,tau,S-LD2MAF,H3K27ac_Hnisz.flanking.500,-4.995824365261236e-09,6.099596473588656e-08
Heel T Score,tau,S-LD2MAF,H3K27ac_PGC2,2.6019856988054465e-08,2.5641360642530828e-08
Heel T Score,tau,S-LD2MAF,H3K27ac_PGC2.flanking.500,6.876406901974804e-08,5.440471409677971e-08
Heel T Score,tau,S-LD2MAF,H3K4me1_peaks_Trynka,-7.125002399347712e-08,4.118654248495021e-08
Heel T Score,tau,S-LD2MAF,H3K4me1_Trynka,1.4575840354047011e-08,2.5720902503005623e-08
Heel T Score,tau,S-LD2MAF,H3K4me1_Trynka.flanking.500,-2.8372285090276364e-08,2.470055498789256e-08
Heel T Score,tau,S-LD2MAF,H3K4me3_peaks_Trynka,7.115961265182577e-08,9.481225206967846e-08
Heel T Score,tau,S-LD2MAF,H3K4me3_Trynka,1.0812395186884474e-07,4.873047326084778e-08
Heel T Score,tau,S-LD2MAF,H3K4me3_Trynka.flanking.500,6.494161271334686e-08,4.097660502529967e-08
Heel T Score,tau,S-LD2MAF,H3K9ac_peaks_Trynka,9.516419518468605e-08,9.174610807638816e-08
Heel T Score,tau,S-LD2MAF,H3K9ac_Trynka,6.722765027577214e-08,4.452403480701734e-08
Heel T Score,tau,S-LD2MAF,H3K9ac_Trynka.flanking.500,4.2077750762591956e-08,3.244164920065866e-08
Heel T Score,tau,S-LD2MAF,Intron_UCSC,-1.8081934617330094e-08,9.125950618145093e-09
Heel T Score,tau,S-LD2MAF,Intron_UCSC.flanking.500,4.719908697415293e-10,1.2860020823051505e-07
Heel T Score,tau,S-LD2MAF,PromoterFlanking_Hoffman,-1.681190018894301e-07,1.2799174339006317e-07
Heel T Score,tau,S-LD2MAF,PromoterFlanking_Hoffman.flanking.500,-5.1595243728140955e-08,8.303610162491035e-08
Heel T Score,tau,S-LD2MAF,Promoter_UCSC,-7.691347503017543e-08,3.45648679942809e-08
Heel T Score,tau,S-LD2MAF,Promoter_UCSC.flanking.500,-5.7587812140699954e-08,9.468966207156322e-08
Heel T Score,tau,S-LD2MAF,Repressed_Hoffman,3.8765986032622964e-08,3.2230089416221326e-08
Heel T Score,tau,S-LD2MAF,Repressed_Hoffman.flanking.500,1.580794623742783e-08,2.5866530750227436e-08
Heel T Score,tau,S-LD2MAF,SuperEnhancer_Hnisz,-3.00878751537702e-08,1.4452129843824546e-08
Heel T Score,tau,S-LD2MAF,SuperEnhancer_Hnisz.flanking.500,-1.459045132064075e-07,1.8260060731258558e-07
Heel T Score,tau,S-LD2MAF,TFBS_ENCODE,3.125592097559619e-09,4.9126918282232464e-08
Heel T Score,tau,S-LD2MAF,TFBS_ENCODE.flanking.500,4.246636583486471e-08,2.5572988363477163e-08
Heel T Score,tau,S-LD2MAF,Transcr_Hoffman,2.3129006100058262e-08,2.624878179588245e-08
Heel T Score,tau,S-LD2MAF,Transcr_Hoffman.flanking.500,5.108892895798595e-09,2.6962941375881547e-08
Heel T Score,tau,S-LD2MAF,TSS_Hoffman,-2.0160149427956036e-08,9.97218222819468e-08
Heel T Score,tau,S-LD2MAF,TSS_Hoffman.flanking.500,1.34439022024793e-07,9.660008304472079e-08
Heel T Score,tau,S-LD2MAF,UTR_3_UCSC,-1.0586743525383369e-09,1.1855228704984445e-07
Heel T Score,tau,S-LD2MAF,UTR_3_UCSC.flanking.500,-3.238284610588495e-08,6.367580696476069e-08
Heel T Score,tau,S-LD2MAF,UTR_5_UCSC,-4.269325037775708e-08,9.08499478555444e-08
Heel T Score,tau,S-LD2MAF,UTR_5_UCSC.flanking.500,-6.963363652412428e-08,5.877116015051795e-08
Heel T Score,tau,S-LD2MAF,WeakEnhancer_Hoffman,6.108351599410141e-09,9.625279834989364e-08
Heel T Score,tau,S-LD2MAF,WeakEnhancer_Hoffman.flanking.500,-8.759343506032043e-08,4.833129966709322e-08
Heel T Score,tau,S-LD2MAF,GERP.NS,2.0505705527734064e-08,9.286044548559537e-09
Heel T Score,tau,S-LD2MAF,GERP.RSsup4,8.658653788265538e-08,2.426288572835449e-07
Heel T Score,tau,S-LD2MAF,MAFbin1,2.1489898440914007e-08,1.0770626204312254e-08
Heel T Score,tau,S-LD2MAF,MAFbin2,1.7661055970110785e-08,1.1212452380222257e-08
Heel T Score,tau,S-LD2MAF,MAFbin3,3.758607146983209e-08,1.3654173746571953e-08
Heel T Score,tau,S-LD2MAF,MAFbin4,1.2795675694994292e-08,1.4075661096024708e-08
Heel T Score,tau,S-LD2MAF,MAFbin5,3.913634644215826e-08,1.332489745165946e-08
Heel T Score,tau,S-LD2MAF,MAFbin6,9.988529532097003e-08,1.8812805959237332e-08
Heel T Score,tau,S-LD2MAF,MAFbin7,6.591691940142067e-08,1.7590143098829313e-08
Heel T Score,tau,S-LD2MAF,MAFbin8,6.242657792927304e-08,1.723899925009532e-08
Heel T Score,tau,S-LD2MAF,MAFbin9,5.3142660182273826e-08,1.9871102800987273e-08
Heel T Score,tau,S-LD2MAF,MAFbin10,9.25298058628846e-08,2.62359117419337e-08
Heel T Score,tau,S-LD2MAF,MAF_Adj_Predicted_Allele_Age,-3.536844437363953e-09,8.070742993895309e-09
Heel T Score,tau,S-LD2MAF,MAF_Adj_LLD_AFR,-1.1351209652906861e-09,5.910757653363529e-09
Heel T Score,tau,S-LD2MAF,Recomb_Rate_10kb,-2.5840314117594286e-09,1.4815240853823413e-09
Heel T Score,tau,S-LD2MAF,Nucleotide_Diversity_10kb,-8.530445503187447e-10,1.7291592555741896e-09
Heel T Score,tau,S-LD2MAF,Backgrd_Selection_Stat,6.373749787953961e-08,2.2078223949328024e-08
Heel T Score,tau,S-LD2MAF,CpG_Content_50kb,9.964372833140878e-07,1.0982549701952562e-06
Heel T Score,tau,S-LD2MAF,MAF_Adj_ASMC,-1.107261385812827e-08,4.975701943621995e-09
Heel T Score,tau,S-LD2MAF,GTEx_eQTL_MaxCPP,4.8663020217549464e-08,1.3027532467399757e-07
Heel T Score,tau,S-LD2MAF,BLUEPRINT_H3K27acQTL_MaxCPP,2.8606719125075792e-09,1.0524949701663371e-07
Heel T Score,tau,S-LD2MAF,BLUEPRINT_H3K4me1QTL_MaxCPP,5.0202045130943485e-08,1.531667067856831e-07
Heel T Score,tau,S-LD2MAF,BLUEPRINT_DNA_methylation_MaxCPP,1.2790204545205932e-07,8.23773265667779e-08
Heel T Score,tau,S-LD2MAF,synonymous,-3.510302140138442e-07,3.1368720658519116e-07
Heel T Score,tau,S-LD2MAF,non_synonymous,1.401385054799745e-07,2.025831524825761e-07
Heel T Score,tau,S-LD2MAF,Conserved_Vertebrate_phastCons46way,1.3463616497194238e-07,1.1146204029679154e-07
Heel T Score,tau,S-LD2MAF,Conserved_Vertebrate_phastCons46way.flanking.500,-6.296701706020356e-08,3.479942378793596e-08
Heel T Score,tau,S-LD2MAF,Conserved_Mammal_phastCons46way,2.2287974295455344e-07,3.2614640529181463e-07
Heel T Score,tau,S-LD2MAF,Conserved_Mammal_phastCons46way.flanking.500,7.242738433226587e-08,4.18322496204614e-08
Heel T Score,tau,S-LD2MAF,Conserved_Primate_phastCons46way,4.942584044483603e-07,1.4738707747806697e-07
Heel T Score,tau,S-LD2MAF,Conserved_Primate_phastCons46way.flanking.500,6.962766345978853e-08,3.0848341991007325e-08
Heel T Score,tau,S-LD2MAF,BivFlnk,1.634335189972263e-07,1.2306157738767726e-07
Heel T Score,tau,S-LD2MAF,BivFlnk.flanking.500,-2.3570910297217172e-08,7.324737850012775e-08
Heel T Score,tau,S-LD2MAF,Human_Promoter_Villar,-1.8404453872616124e-07,8.313684523400671e-08
Heel T Score,tau,S-LD2MAF,Human_Promoter_Villar.flanking.500,-4.4529866148096835e-07,2.0344637920642328e-07
Heel T Score,tau,S-LD2MAF,Human_Enhancer_Villar,-8.543832013546672e-08,6.77776885778397e-08
Heel T Score,tau,S-LD2MAF,Human_Enhancer_Villar.flanking.500,1.1269676748355858e-07,1.5149075318746435e-07
Heel T Score,tau,S-LD2MAF,Ancient_Sequence_Age_Human_Promoter,5.583305153414891e-07,2.3096600143204367e-07
Heel T Score,tau,S-LD2MAF,Ancient_Sequence_Age_Human_Promoter.flanking.500,1.6555210881431666e-07,1.91858863731959e-07
Heel T Score,tau,S-LD2MAF,Ancient_Sequence_Age_Human_Enhancer,3.196563639722475e-07,1.9833118142891006e-07
Heel T Score,tau,S-LD2MAF,Ancient_Sequence_Age_Human_Enhancer.flanking.500,9.352374004740466e-09,1.227182156566917e-07
Heel T Score,tau,S-LD2MAF,Human_Enhancer_Villar_Species_Enhancer_Count,3.039239606561003e-08,1.3458370929192653e-08
Heel T Score,tau,S-LD2MAF,Human_Promoter_Villar_ExAC,6.658162617088014e-07,3.0039118290641197e-07
Heel T Score,tau,S-LD2MAF,Human_Promoter_Villar_ExAC.flanking.500,-8.086265944728728e-07,6.325582144853388e-07
Heel T Score,tau,S-LD2,base,-4.0457234498899414e-07,1.662047682794145e-07
Heel T Score,tau,S-LD2,Coding_UCSC,8.773332717168551e-08,5.985862444439873e-07
Heel T Score,tau,S-LD2,Coding_UCSC.flanking.500,-5.440303829067203e-07,1.48780765239182e-07
Heel T Score,tau,S-LD2,Conserved_LindbladToh,2.854119050777373e-07,1.483596277280396e-06
Heel T Score,tau,S-LD2,Conserved_LindbladToh.flanking.500,-2.6031334549698233e-07,1.524456714408829e-07
Heel T Score,tau,S-LD2,CTCF_Hoffman,-2.6790513306629223e-07,3.1533305747899536e-07
Heel T Score,tau,S-LD2,CTCF_Hoffman.flanking.500,-4.714243781217415e-07,2.0808751074990323e-07
Heel T Score,tau,S-LD2,DGF_ENCODE,5.599973585054579e-07,2.4685090870428744e-07
Heel T Score,tau,S-LD2,DGF_ENCODE.flanking.500,2.2177533963555762e-07,1.14202469973261e-07
Heel T Score,tau,S-LD2,DHS_peaks_Trynka,7.708472156707697e-07,3.1628857017848576e-07
Heel T Score,tau,S-LD2,DHS_Trynka,-2.866702983269513e-07,2.719676512337588e-07
Heel T Score,tau,S-LD2,DHS_Trynka.flanking.500,-3.823150486631892e-08,1.4051466261559795e-07
Heel T Score,tau,S-LD2,Enhancer_Andersson,-5.518343415261857e-07,7.449279415645659e-07
Heel T Score,tau,S-LD2,Enhancer_Andersson.flanking.500,4.152062883690306e-07,3.756790382999381e-07
Heel T Score,tau,S-LD2,Enhancer_Hoffman,-2.3187433775359143e-07,1.8623586743550164e-07
Heel T Score,tau,S-LD2,Enhancer_Hoffman.flanking.500,2.9899511253840116e-07,2.4274802273977676e-07
Heel T Score,tau,S-LD2,FetalDHS_Trynka,-6.164174600476524e-07,3.5422722901834146e-07
Heel T Score,tau,S-LD2,FetalDHS_Trynka.flanking.500,-2.516362931703404e-07,1.495467026964285e-07
Heel T Score,tau,S-LD2,H3K27ac_Hnisz,9.653143065322363e-08,6.168946867566716e-08
Heel T Score,tau,S-LD2,H3K27ac_Hnisz.flanking.500,5.226065099555086e-08,2.3965560688194014e-07
Heel T Score,tau,S-LD2,H3K27ac_PGC2,1.317903592123774e-07,1.1228524718844956e-07
Heel T Score,tau,S-LD2,H3K27ac_PGC2.flanking.500,1.5741788402519382e-07,2.2523363419629977e-07
Heel T Score,tau,S-LD2,H3K4me1_peaks_Trynka,-3.1817385921218235e-07,1.7351097690963608e-07
Heel T Score,tau,S-LD2,H3K4me1_Trynka,1.0256736492444169e-07,1.281371302989387e-07
Heel T Score,tau,S-LD2,H3K4me1_Trynka.flanking.500,-3.702830283121219e-08,1.0920615426191713e-07
Heel T Score,tau,S-LD2,H3K4me3_peaks_Trynka,4.818068465569725e-07,4.391340263124752e-07
Heel T Score,tau,S-LD2,H3K4me3_Trynka,3.191005473346968e-07,2.036791411865948e-07
Heel T Score,tau,S-LD2,H3K4me3_Trynka.flanking.500,1.477635255925339e-07,1.566881255459439e-07
Heel T Score,tau,S-LD2,H3K9ac_peaks_Trynka,5.174210833251947e-07,3.849175357746272e-07
Heel T Score,tau,S-LD2,H3K9ac_Trynka,1.780789224984345e-07,1.9463237721421657e-07
Heel T Score,tau,S-LD2,H3K9ac_Trynka.flanking.500,2.3346071641878794e-07,1.348352678598278e-07
Heel T Score,tau,S-LD2,Intron_UCSC,-6.010646072633681e-08,3.325560259907494e-08
Heel T Score,tau,S-LD2,Intron_UCSC.flanking.500,3.2604201213907446e-07,5.95175706927103e-07
Heel T Score,tau,S-LD2,PromoterFlanking_Hoffman,-1.0724534630094831e-06,5.569666649677826e-07
Heel T Score,tau,S-LD2,PromoterFlanking_Hoffman.flanking.500,-1.2000191728442152e-07,3.6197049310526517e-07
Heel T Score,tau,S-LD2,Promoter_UCSC,-2.3521768869840237e-07,1.3476685220026866e-07
Heel T Score,tau,S-LD2,Promoter_UCSC.flanking.500,-2.383801568011855e-07,4.0120456127886193e-07
Heel T Score,tau,S-LD2,Repressed_Hoffman,1.8249774395377923e-07,1.2846105609466127e-07
Heel T Score,tau,S-LD2,Repressed_Hoffman.flanking.500,1.0712136514925603e-07,1.1705043889806289e-07
Heel T Score,tau,S-LD2,SuperEnhancer_Hnisz,-8.87946061367442e-08,5.721861502182006e-08
Heel T Score,tau,S-LD2,SuperEnhancer_Hnisz.flanking.500,-3.853446948165959e-07,7.18843318929002e-07
Heel T Score,tau,S-LD2,TFBS_ENCODE,-5.862478730079993e-08,2.0604742970706836e-07
Heel T Score,tau,S-LD2,TFBS_ENCODE.flanking.500,1.292460786601778e-07,1.1399678697409242e-07
